userid,itemid,rating
A1JUKS0DSO2XZG,B0031XYLT4,5
A1JUKS0DSO2XZG,B00005QF3H,4
A1JUKS0DSO2XZG,B001RKWIFW,5
A1JUKS0DSO2XZG,B0072IVGU6,5
A1JUKS0DSO2XZG,B0080EG7P0,5
A1JUKS0DSO2XZG,B000089HBV,5
A1JUKS0DSO2XZG,B00004I9TE,5
A1JUKS0DSO2XZG,B007RV4BK0,5
A1JUKS0DSO2XZG,B003XWFLLK,5
A1JUKS0DSO2XZG,B0085U0GWO,2
A1JUKS0DSO2XZG,B00A6U5BDK,5
A1JUKS0DSO2XZG,B008R5OK9C,5
A1JUKS0DSO2XZG,B002IT7LIU,5
A1JUKS0DSO2XZG,B001EI9Z8K,4
A1JUKS0DSO2XZG,B00BYISQTO,5
A1JUKS0DSO2XZG,B00AYF5SRG,5
A1JUKS0DSO2XZG,B001S6PN1Q,3
A1JUKS0DSO2XZG,B009UW41G8,5
A1JUKS0DSO2XZG,B003HB6882,3
A1JUKS0DSO2XZG,B00AG8HSZG,5
A1JUKS0DSO2XZG,B001PLNDPC,5
A1JUKS0DSO2XZG,B004LHOZXQ,4
A1JUKS0DSO2XZG,B006AZKHN4,3
A1JUKS0DSO2XZG,B005IY3BFO,3
A1JUKS0DSO2XZG,B0011Z5M7Y,5
A1JUKS0DSO2XZG,B001OBVAA8,5
A1JUKS0DSO2XZG,B002OHQNUI,5
A1JUKS0DSO2XZG,B004HEDGM4,5
A1JUKS0DSO2XZG,B00BOV4FUK,5
A1JUKS0DSO2XZG,B00008IHWD,5
A1JUKS0DSO2XZG,B006FNN8IM,5
A1JUKS0DSO2XZG,B00DJSUNWA,4
A1JUKS0DSO2XZG,B00008ZZ27,5
A1JUKS0DSO2XZG,B008L62WKG,3
A1JUKS0DSO2XZG,B007NUP6GS,5
A1JUKS0DSO2XZG,B005KNOE68,4
A1JUKS0DSO2XZG,B000GWBO48,5
A1JUKS0DSO2XZG,B005IQXUZI,5
A1JUKS0DSO2XZG,B00DR98EYK,5
A1JUKS0DSO2XZG,B00D7OXUIK,4
A1JUKS0DSO2XZG,B00BK6HQA0,5
A1JUKS0DSO2XZG,B00EFW9K6O,5
A1JUKS0DSO2XZG,B005FKF1PY,5
A1JUKS0DSO2XZG,B001J8ONJ6,5
A1JUKS0DSO2XZG,B00BHAQQSW,5
A1JUKS0DSO2XZG,B003YGC7U8,5
A1JUM59YZ0I69I,B00132EJJW,5
A1JUM59YZ0I69I,B0007DA7S0,5
A1JUM59YZ0I69I,B006LYNGLY,1
A1JUM59YZ0I69I,B000U2G6VA,5
A1JUM59YZ0I69I,B0002CZU56,3
A1JUM59YZ0I69I,B001R5G70O,5
A1JUM59YZ0I69I,B0015XIAYY,5
A1JUM59YZ0I69I,B0030Y6FEI,5
A1JUM59YZ0I69I,B0001ARCFA,5
A1JUM59YZ0I69I,B004Z5GPSW,5
A1JVHQXG7GST9J,B0002CZSJO,5
A1JVHQXG7GST9J,B0002GLDQM,5
A1JVHQXG7GST9J,B0002HLL8G,5
A1JVHQXG7GST9J,B0009HLOKY,5
A1JVHQXG7GST9J,B002C741BI,5
A1JVHQXG7GST9J,B002M2QKEE,5
A1JVHQXG7GST9J,B003VWJ2K8,5
A1JVHQXG7GST9J,B00743L866,4
A1JWSDDIH5Z7DV,B00009NHB5,5
A1JWSDDIH5Z7DV,B000WXR314,5
A1JWSDDIH5Z7DV,B00004UPN2,5
A1JWSDDIH5Z7DV,B004P96WTA,5
A1JWSDDIH5Z7DV,B000007NQ7,5
A1JWSDDIH5Z7DV,B00081U7YU,5
A1JWSDDIH5Z7DV,B003YCRY3M,5
A1JWSDDIH5Z7DV,B004TNZVEY,5
A1K323WRUBGWC9,B000RW9STK,5
A1K323WRUBGWC9,B000ULAP4U,5
A1K323WRUBGWC9,B0002BACB4,5
A1K323WRUBGWC9,B00006JPCK,5
A1K323WRUBGWC9,B004FPEELC,5
A1K323WRUBGWC9,B003PC2XQE,5
A1K323WRUBGWC9,B003X0HKH0,5
A1K323WRUBGWC9,B001R2HO5Y,5
A1K323WRUBGWC9,B001FB5Z44,5
A1K323WRUBGWC9,B007WJX8TW,5
A1K323WRUBGWC9,B00378GEAM,4
A1K323WRUBGWC9,B000M3DZHA,5
A1K341BMPPSHYQ,B0002IC7WY,3
A1K341BMPPSHYQ,B0002D01IG,5
A1K341BMPPSHYQ,B0002F4VDK,5
A1K341BMPPSHYQ,B000KN2FBY,4
A1K341BMPPSHYQ,B000EEEYCW,2
A1K341BMPPSHYQ,B0002CZV82,5
A1K341BMPPSHYQ,B000BBRZ3S,4
A1K341BMPPSHYQ,B00302F4LK,5
A1K3NQAO49LXL2,B006O2AH4M,5
A1K3NQAO49LXL2,B0002F6SHM,5
A1K3NQAO49LXL2,B000OR89A2,3
A1K3NQAO49LXL2,B0002D0OSS,5
A1K3NQAO49LXL2,B000OR2T0I,3
A1K3NQAO49LXL2,B000WYCS7M,5
A1K3NQAO49LXL2,B0002Z2D08,2
A1K3NQAO49LXL2,B004TEWG7S,3
A1K3NQAO49LXL2,B00743L6V8,4
A1K3NQAO49LXL2,B00743L8E8,4
A1K3NQAO49LXL2,B000P5LVSK,5
A1K8E597YAFQQG,B0041T40IE,5
A1K8E597YAFQQG,B003AAEGZ2,5
A1K8E597YAFQQG,B004FEGXDK,5
A1K8E597YAFQQG,B004VVFZHW,4
A1K8E597YAFQQG,B005M0CK9M,5
A1K8E597YAFQQG,B00ATDOW20,5
A1K8E597YAFQQG,B00191WVF6,5
A1K8E597YAFQQG,B00AZUAORE,5
A1KCRFFQDLE7MA,B003B01QR2,5
A1KCRFFQDLE7MA,B0002IHP0S,5
A1KCRFFQDLE7MA,B000978D58,5
A1KCRFFQDLE7MA,B0009EU01G,5
A1KCRFFQDLE7MA,B000KUCQXY,5
A1KCRFFQDLE7MA,B000T0B3AM,5
A1KCRFFQDLE7MA,B00721Z3ZC,1
A1KCRFFQDLE7MA,B000BY31HE,5
A1KCRFFQDLE7MA,B0007OGTGS,5
A1KCRFFQDLE7MA,B0009E1YRU,5
A1KCRFFQDLE7MA,B0018D5Q1Q,3
A1KCRFFQDLE7MA,B004MNTIL8,4
A1KEGU97LF901U,B00CRAU5UQ,4
A1KEGU97LF901U,B004FEH79O,4
A1KEGU97LF901U,B00DSGIH3A,4
A1KEGU97LF901U,B00GT4D97M,5
A1KEGU97LF901U,B0043UNRG2,4
A1KEGU97LF901U,B005LZ1V1Q,5
A1KEGU97LF901U,B001B850DM,5
A1KEGU97LF901U,B00HEQ6J0I,5
A1KEGU97LF901U,B004HJ9COU,4
A1KEGU97LF901U,B0008FUWEG,5
A1KEI83DD0RKGC,B001R2O6SW,5
A1KEI83DD0RKGC,B0002D05UA,5
A1KEI83DD0RKGC,B000B8QF14,3
A1KEI83DD0RKGC,B002O0IIG2,5
A1KEI83DD0RKGC,B0002D05T6,5
A1KEI83DD0RKGC,B0002D05V4,2
A1KEI83DD0RKGC,B0002D0B8G,5
A1KEI83DD0RKGC,B00GXOE6RK,5
A1KEI83DD0RKGC,B000ORAGDA,5
A1KEI83DD0RKGC,B0002D005A,5
A1KF61HK8BM4D2,B000DZB8CQ,1
A1KF61HK8BM4D2,B00DAMO1NM,3
A1KF61HK8BM4D2,B001PGXKHS,4
A1KF61HK8BM4D2,B008U1OO5S,5
A1KF61HK8BM4D2,B005H8PMBC,5
A1KF61HK8BM4D2,B007IRV5IO,3
A1KF61HK8BM4D2,B000LFCXL8,4
A1KF61HK8BM4D2,B003XJ6GC6,4
A1KF61HK8BM4D2,B003YVPELM,5
A1KF61HK8BM4D2,B004UJO41S,2
A1KF61HK8BM4D2,B009K2T37A,5
A1KF61HK8BM4D2,B0002GZCSM,5
A1KF61HK8BM4D2,B000ETOUAS,5
A1KF61HK8BM4D2,B001L8MCNI,5
A1KF61HK8BM4D2,B004T6M7DE,5
A1KF61HK8BM4D2,B008U1PG64,5
A1KG0F7VHZGO5L,B000KRGZ9S,1
A1KG0F7VHZGO5L,B002WC92AI,4
A1KG0F7VHZGO5L,B0002DVMC0,5
A1KG0F7VHZGO5L,B000RLF7GO,5
A1KG0F7VHZGO5L,B0027DO66M,2
A1KG0F7VHZGO5L,B0002GLCRC,3
A1KG0F7VHZGO5L,B007J4AFE6,4
A1KG0F7VHZGO5L,B003U3JH08,5
A1KG0F7VHZGO5L,B0009V83IQ,1
A1KG0F7VHZGO5L,B000KRIZK0,1
A1KG0F7VHZGO5L,B0031XTPDG,4
A1KG0F7VHZGO5L,B0002D00H8,4
A1KG0F7VHZGO5L,B001PF86SC,5
A1KG0F7VHZGO5L,B003OKXBB8,4
A1KG0F7VHZGO5L,B004IEBT5O,2
A1KG0F7VHZGO5L,B007L570M8,1
A1KGQ62P8SRBRH,B00008YGQ1,5
A1KGQ62P8SRBRH,B00005T7PA,5
A1KGQ62P8SRBRH,B0002JP5A4,5
A1KGQ62P8SRBRH,B000EHPY1O,5
A1KGQ62P8SRBRH,B000I2IV1A,5
A1KGQ62P8SRBRH,B000HXDH96,5
A1KGQ62P8SRBRH,B000Q7ZI9U,5
A1KGQ62P8SRBRH,B000RGSVIA,5
A1KGQ62P8SRBRH,B000OQDRYQ,5
A1KGQ62P8SRBRH,B000UNMU7I,5
A1KGQ62P8SRBRH,B00006ZFU7,5
A1KGQ62P8SRBRH,B000ZBPPXG,1
A1KGQ62P8SRBRH,B001EC6JNA,5
A1KGQ62P8SRBRH,B001HBX8VO,5
A1KGQ62P8SRBRH,B000087HXE,5
A1KGQ62P8SRBRH,B0018NIQ8G,5
A1KGQ62P8SRBRH,B0012K51SS,5
A1KGQ62P8SRBRH,B00008VGLD,5
A1KGQ62P8SRBRH,B00008UAN8,5
A1KGQ62P8SRBRH,B0006OR0EO,5
A1KGQ62P8SRBRH,B001QUL79Q,5
A1KGQ62P8SRBRH,B0000C6JZM,5
A1KGQ62P8SRBRH,B001HEIMCQ,5
A1KGQ62P8SRBRH,B000VQQJO4,5
A1KGQ62P8SRBRH,B001NZA0DS,5
A1KGQ62P8SRBRH,B001JNCOGU,5
A1KGQ62P8SRBRH,B001JNCOHY,5
A1KGQ62P8SRBRH,B001NZA0D8,5
A1KGQ62P8SRBRH,B001U1L9TO,5
A1KGQ62P8SRBRH,B001AVZO72,5
A1KGQ62P8SRBRH,B001DELX12,5
A1KGQ62P8SRBRH,B0016P6OQC,5
A1KGQ62P8SRBRH,B001DELXGM,5
A1KGQ62P8SRBRH,B000KN7DN4,5
A1KGQ62P8SRBRH,B002JIBCBM,5
A1KGQ62P8SRBRH,B002N5KEFG,5
A1KGQ62P8SRBRH,B002O2MC3A,5
A1KGQ62P8SRBRH,B0027DQHI2,5
A1KGQ62P8SRBRH,B002Y4Z4YM,5
A1KGQ62P8SRBRH,B002A9OJ6A,5
A1KGQ62P8SRBRH,B00082ZSHA,5
A1KGQ62P8SRBRH,B003FP0XY0,5
A1KGQ62P8SRBRH,B000H1QUPG,5
A1KGQ62P8SRBRH,B001PVWXIU,5
A1KGQ62P8SRBRH,B002IFPVPE,5
A1KGQ62P8SRBRH,B002QJ51D4,5
A1KGQ62P8SRBRH,B00442M0NA,5
A1KGQ62P8SRBRH,B001P1RKF6,5
A1KGQ62P8SRBRH,B003RCFCXI,5
A1KGQ62P8SRBRH,B001MRMSBO,5
A1KHRDDADT7UR3,B000SNUI88,2
A1KHRDDADT7UR3,B003DGUG52,5
A1KHRDDADT7UR3,B0010TKMP8,5
A1KHRDDADT7UR3,B0008FHPFK,5
A1KHRDDADT7UR3,B001B1169G,5
A1KHRDDADT7UR3,B003DJ9RW2,4
A1KHRDDADT7UR3,B004V0Y87G,5
A1KHRDDADT7UR3,B0009VCPYY,4
A1KHRDDADT7UR3,B0002SIPX4,5
A1KHRDDADT7UR3,B001VNQ108,4
A1KHRDDADT7UR3,B000BJOSXK,4
A1KHRDDADT7UR3,B001B169EI,5
A1KHRDDADT7UR3,B00076IR8Y,5
A1KHRDDADT7UR3,B004WOY6ZU,5
A1KHRDDADT7UR3,B001B1SD1K,5
A1KHRDDADT7UR3,B0002I1CEI,4
A1KO6FM2PGCYC8,B000978D58,4
A1KO6FM2PGCYC8,B0002M3OVI,5
A1KO6FM2PGCYC8,B000BHRCZS,4
A1KO6FM2PGCYC8,B000CCIVCA,5
A1KO6FM2PGCYC8,B000EGI78M,1
A1KO6FM2PGCYC8,B000TTVHRM,1
A1KO6FM2PGCYC8,B000UJI6A2,5
A1KO6FM2PGCYC8,B001CRSYJ4,4
A1KO6FM2PGCYC8,B0025Z2R18,4
A1KO6FM2PGCYC8,B002C741BI,2
A1KO6FM2PGCYC8,B003VWKPHC,5
A1KO6FM2PGCYC8,B004NFVFMK,4
A1KO6FM2PGCYC8,B004BR20OM,5
A1KO6FM2PGCYC8,B003SREMHO,5
A1KO6FM2PGCYC8,B0018SFAJO,3
A1KO6FM2PGCYC8,B003TXIUDO,4
A1KO6FM2PGCYC8,B0002D0C2Q,5
A1KOG9JFEAXY1B,B000P5JUJM,4
A1KOG9JFEAXY1B,B000QPHCB4,5
A1KOG9JFEAXY1B,B004L08FDY,4
A1KOG9JFEAXY1B,B0016MQH80,4
A1KOG9JFEAXY1B,B0016MQGFO,5
A1KOG9JFEAXY1B,B003H93NM8,4
A1KOG9JFEAXY1B,B0009K9MUA,1
A1KOG9JFEAXY1B,B0002D0CEO,4
A1L0GXASQG2ZGV,B000G67ZWE,3
A1L0GXASQG2ZGV,B0054GONC6,5
A1L0GXASQG2ZGV,B008M0B23E,3
A1L0GXASQG2ZGV,B0002F79E8,4
A1L0GXASQG2ZGV,B0002F4LRG,5
A1L0GXASQG2ZGV,B0002IL3G0,2
A1L0GXASQG2ZGV,B0006UGEK4,5
A1L0GXASQG2ZGV,B001642T9O,3
A1L0GXASQG2ZGV,B0046VICCW,5
A1L0GXASQG2ZGV,B004AJGHIQ,5
A1L0GXASQG2ZGV,B000Y01F0A,5
A1L0P1ZP5FD6EC,B000I1O1EW,4
A1L0P1ZP5FD6EC,B0037ME3OW,4
A1L0P1ZP5FD6EC,B003EUHTZC,5
A1L0P1ZP5FD6EC,B004O77BJ8,5
A1L0P1ZP5FD6EC,B005PUAEFG,5
A1L0P1ZP5FD6EC,B0002BG2EA,5
A1L0P1ZP5FD6EC,B0002OKGNK,5
A1L0P1ZP5FD6EC,B0002QZDIQ,4
A1L0P1ZP5FD6EC,B005PUAF0U,5
A1L0P1ZP5FD6EC,B001UJEKZ6,5
A1L3H6SSKSRNGV,B000WF1AMU,5
A1L3H6SSKSRNGV,B001J5RYXQ,5
A1L3H6SSKSRNGV,B002024UDE,4
A1L3H6SSKSRNGV,B0002D0E8S,3
A1L3H6SSKSRNGV,B000A6ASSS,5
A1L3H6SSKSRNGV,B001L8PHUI,5
A1L3H6SSKSRNGV,B003YVPELM,5
A1L3H6SSKSRNGV,B0043RZ9QQ,3
A1L3H6SSKSRNGV,B0064RTSUQ,5
A1L7M2JXN4EZCR,B0002CZW0Y,5
A1L7M2JXN4EZCR,B000CZ0RLK,5
A1L7M2JXN4EZCR,B00181T20O,4
A1L7M2JXN4EZCR,B003HR30FU,5
A1L7M2JXN4EZCR,B005UDTIVY,5
A1L7M2JXN4EZCR,B0002F58TG,5
A1L7M2JXN4EZCR,B0009G1E0K,5
A1L7M2JXN4EZCR,B0051WAJ5S,5
A1L7M2JXN4EZCR,B005N2C0MG,3
A1L7M2JXN4EZCR,B007IE5QP0,5
A1L7M2JXN4EZCR,B00A716FB0,4
A1L7M2JXN4EZCR,B00EO7UNXO,5
A1L7M2JXN4EZCR,B0002OP7VQ,4
A1L7M2JXN4EZCR,B0038YX3BS,5
A1L7M2JXN4EZCR,B004VSQ5BU,4
A1L7M2JXN4EZCR,B00724YJJ0,5
A1L7M2JXN4EZCR,B00BKXN9LS,5
A1L7M2JXN4EZCR,B0002D0096,5
A1L7M2JXN4EZCR,B0002D01IG,4
A1L7M2JXN4EZCR,B000N4UD7S,5
A1L7M2JXN4EZCR,B0007WPCKE,5
A1L7M2JXN4EZCR,B0002CZUSS,3
A1L7M2JXN4EZCR,B000EE8YPK,5
A1L7M2JXN4EZCR,B0002GLCRC,5
A1L7M2JXN4EZCR,B00063678K,5
A1L7M2JXN4EZCR,B0006NDF6C,5
A1L7M2JXN4EZCR,B000978D58,5
A1L7M2JXN4EZCR,B0031XRLRI,5
A1L7M2JXN4EZCR,B0061XXSVS,5
A1L7M2JXN4EZCR,B0002E2S1I,5
A1L7M2JXN4EZCR,B000LQLDM2,5
A1L7M2JXN4EZCR,B001R2RA4E,5
A1L7M2JXN4EZCR,B000KGYAYQ,5
A1L7M2JXN4EZCR,B000068NW5,1
A1L7M2JXN4EZCR,B000165DSM,4
A1L7M2JXN4EZCR,B0002GMGYA,5
A1L7M2JXN4EZCR,B0002T67J2,4
A1L7M2JXN4EZCR,B0009IEB0I,5
A1L7M2JXN4EZCR,B002T45X1G,5
A1L7M2JXN4EZCR,B005OZE9SA,5
A1L7M2JXN4EZCR,B000CD1R7K,5
A1L7M2JXN4EZCR,B000SL0NCQ,4
A1L7M2JXN4EZCR,B004FEGXDK,5
A1L7M2JXN4EZCR,B005T800V2,5
A1L8PDZLHQP76K,B0002D0B4K,4
A1L8PDZLHQP76K,B0002PZG5C,3
A1L8PDZLHQP76K,B000BBGCBO,5
A1L8PDZLHQP76K,B000H28LB6,3
A1L8PDZLHQP76K,B00154OJOI,4
A1L8PDZLHQP76K,B001G7X0ZI,5
A1L8PDZLHQP76K,B0029L7KRY,3
A1L8PDZLHQP76K,B003IJ7BL6,4
A1L8PDZLHQP76K,B004HJQ6BC,3
A1L8PDZLHQP76K,B004P0MWCU,3
A1L8PDZLHQP76K,B00A3ZXGL2,5
A1L8PDZLHQP76K,B0002L5390,4
A1L8PDZLHQP76K,B000BBEQZ8,5
A1L8PDZLHQP76K,B007KIEL8M,5
A1L8PDZLHQP76K,B00064TZYW,5
A1L8PDZLHQP76K,B0002D05FU,4
A1L8PDZLHQP76K,B000CZ0RJ2,4
A1LAWEZBYOVH3A,B0002E3GXW,5
A1LAWEZBYOVH3A,B0002F5BFC,5
A1LAWEZBYOVH3A,B0002F5G66,5
A1LAWEZBYOVH3A,B0002IHGAC,5
A1LAWEZBYOVH3A,B0002F5BG6,4
A1LAWEZBYOVH3A,B0002F5BZ2,4
A1LAWEZBYOVH3A,B0002F73ZI,5
A1LAWEZBYOVH3A,B0002PYXA6,5
A1LAWEZBYOVH3A,B0007XFBE0,4
A1LAWEZBYOVH3A,B003KVKPQU,4
A1LDMAZ3C8Q907,B000GD55KG,1
A1LDMAZ3C8Q907,B0012T6FSO,5
A1LDMAZ3C8Q907,B0002H0HK4,1
A1LDMAZ3C8Q907,B001KILI6Q,5
A1LDMAZ3C8Q907,B000WEADEW,4
A1LDMAZ3C8Q907,B0002F5918,5
A1LDMAZ3C8Q907,B0002HU8NK,5
A1LDMAZ3C8Q907,B000CCJP6G,5
A1LDMAZ3C8Q907,B000RVZXSG,5
A1LDMAZ3C8Q907,B002HHLO18,5
A1LDMAZ3C8Q907,B003331MMG,5
A1LDMAZ3C8Q907,B0009RW7Y6,5
A1LDMAZ3C8Q907,B0002D0DSY,5
A1LDMAZ3C8Q907,B0002D0H9O,5
A1LDMAZ3C8Q907,B000Y041WY,5
A1LDMAZ3C8Q907,B001BY4RQM,5
A1LE1CJGGAWAGP,B0002GZT0I,3
A1LE1CJGGAWAGP,B002IJM3L0,5
A1LE1CJGGAWAGP,B002RLLD88,3
A1LE1CJGGAWAGP,B004I6ZGWO,2
A1LE1CJGGAWAGP,B003WE98IQ,5
A1LE1CJGGAWAGP,B0002F7A06,5
A1LE1CJGGAWAGP,B005SUSYGO,4
A1LE1CJGGAWAGP,B000RKL8R2,5
A1LE1CJGGAWAGP,B003ML6LW0,5
A1LG13W6C45RYU,B000E0PPG0,4
A1LG13W6C45RYU,B0007Y2CYG,5
A1LG13W6C45RYU,B007JCQIC6,3
A1LG13W6C45RYU,B007P091SK,4
A1LG13W6C45RYU,B001RXN92U,3
A1LG13W6C45RYU,B007ZWSU1C,4
A1LG13W6C45RYU,B00BPHLFL0,4
A1LG13W6C45RYU,B00CMUE76O,4
A1LH6RF4UN9VI6,B0002Z2D08,5
A1LH6RF4UN9VI6,B0002F79KW,5
A1LH6RF4UN9VI6,B0030LIRDS,5
A1LH6RF4UN9VI6,B005FKF1PY,5
A1LH6RF4UN9VI6,B003JIRV02,5
A1LH6RF4UN9VI6,B0060PO2CQ,5
A1LH6RF4UN9VI6,B004WDQ5P0,5
A1LH6RF4UN9VI6,B008BTTQI4,4
A1LH6RF4UN9VI6,B008TNAI0M,3
A1LH6RF4UN9VI6,B008BPI2HE,5
A1LH6RF4UN9VI6,B00B1N06PO,5
A1LH6RF4UN9VI6,B000QGCJU2,1
A1LH6RF4UN9VI6,B0077AMRWU,2
A1LI5AWPTSHAWS,B0002D0DWU,5
A1LI5AWPTSHAWS,B0002E2EOE,5
A1LI5AWPTSHAWS,B0002F73OY,5
A1LI5AWPTSHAWS,B0002E5298,4
A1LI5AWPTSHAWS,B003UNL468,5
A1LI5AWPTSHAWS,B005VKSIHQ,5
A1LI5AWPTSHAWS,B00724ZSTK,5
A1LI5AWPTSHAWS,B008B1ZQTK,5
A1LI9W7A0CYOHV,B0002E2Z8O,5
A1LI9W7A0CYOHV,B000EEJF4O,5
A1LI9W7A0CYOHV,B0002D0CGC,4
A1LI9W7A0CYOHV,B0002E2Z8Y,4
A1LI9W7A0CYOHV,B004FPEF84,4
A1LI9W7A0CYOHV,B0006ZRMUU,4
A1LI9W7A0CYOHV,B008N1VG3I,4
A1LI9W7A0CYOHV,B0002D0COE,3
A1LISLP14OYQG,B0009V83IQ,3
A1LISLP14OYQG,B000W8AN9S,5
A1LISLP14OYQG,B0044EKSWS,4
A1LISLP14OYQG,B0047P8ASI,1
A1LISLP14OYQG,B005013JXE,5
A1LISLP14OYQG,B0002F7HGI,1
A1LISLP14OYQG,B00188CXA8,4
A1LISLP14OYQG,B0002E57LQ,1
A1LISLP14OYQG,B0002H0KG0,5
A1LISLP14OYQG,B0002I8Y76,4
A1LISLP14OYQG,B0002I8YGM,5
A1LISLP14OYQG,B0002I8YH6,5
A1LISLP14OYQG,B000OR4W3K,5
A1LISLP14OYQG,B000XZWS4I,5
A1LISLP14OYQG,B0010V1QA6,3
A1LISLP14OYQG,B0018GR9VI,5
A1LISLP14OYQG,B0027V8PWK,4
A1LISLP14OYQG,B002OHE4RC,5
A1LISLP14OYQG,B003R75FDA,5
A1LISLP14OYQG,B0040O49OU,5
A1LJXZC1RFW07C,B0002D094M,3
A1LJXZC1RFW07C,B000P5OULA,4
A1LJXZC1RFW07C,B001NEKGMO,5
A1LJXZC1RFW07C,B001NEKGR4,5
A1LJXZC1RFW07C,B001RIY6HM,3
A1LJXZC1RFW07C,B001RIY4TW,3
A1LJXZC1RFW07C,B001V5FYAE,5
A1LJXZC1RFW07C,B001R2T8TO,3
A1LJXZC1RFW07C,B0002KZJB8,5
A1LJXZC1RFW07C,B0053I5RFM,5
A1LJXZC1RFW07C,B0007G9670,5
A1LJXZC1RFW07C,B003AYNF3W,4
A1LJXZC1RFW07C,B003HGFRO8,5
A1LJXZC1RFW07C,B004VDD4KK,3
A1LJXZC1RFW07C,B0061ZUKWG,4
A1LJXZC1RFW07C,B007Q27BH0,4
A1LJXZC1RFW07C,B009EOKTCM,5
A1LJXZC1RFW07C,B00CHGKONI,5
A1LJXZC1RFW07C,B00EPWAQS0,3
A1LJXZC1RFW07C,B000J3FWDI,5
A1LJXZC1RFW07C,B0097WDJZA,5
A1LJXZC1RFW07C,B00BFNACAY,3
A1LJXZC1RFW07C,B000Z38F4A,5
A1LJXZC1RFW07C,B00AZUAORE,4
A1LJXZC1RFW07C,B0006ZNBHS,5
A1LOACNK0QV9T4,B006NW0U18,3
A1LOACNK0QV9T4,B008Y10UG6,5
A1LOACNK0QV9T4,B000EENAGS,5
A1LOACNK0QV9T4,B003VWKPHC,5
A1LOACNK0QV9T4,B000EEL6J6,5
A1LOACNK0QV9T4,B003QLEDUI,3
A1LOACNK0QV9T4,B007K3EGXW,5
A1LOACNK0QV9T4,B000FZ1KF4,5
A1LQC225SE8UNI,B0002H0A3S,5
A1LQC225SE8UNI,B0002GXZK4,4
A1LQC225SE8UNI,B0002H0FMO,5
A1LQC225SE8UNI,B000LIEPDE,5
A1LQC225SE8UNI,B0043NSVDI,5
A1LQC225SE8UNI,B00104HWA6,3
A1LQC225SE8UNI,B001RIZEM8,5
A1LQC225SE8UNI,B0002E2TTO,4
A1LQC225SE8UNI,B000EEHKD2,3
A1LQC225SE8UNI,B002HHM34K,4
A1LQC225SE8UNI,B003N55Y8W,4
A1LQC225SE8UNI,B0006V6SBS,5
A1LQC225SE8UNI,B002QJVTNA,5
A1LQC225SE8UNI,B001OQC714,5
A1LQC225SE8UNI,B000XPJT7C,5
A1LQC225SE8UNI,B004RKH0P2,4
A1LQC225SE8UNI,B000EEHMXA,5
A1LQC225SE8UNI,B004WNZJ6Q,5
A1LQC225SE8UNI,B0002DV7ZM,4
A1LQC225SE8UNI,B001OQC76O,4
A1LQC225SE8UNI,B000EELB8W,5
A1LQC225SE8UNI,B0002F7K7Y,5
A1LQC225SE8UNI,B007IE5GNW,5
A1LQC225SE8UNI,B0002GXPRM,5
A1LQC225SE8UNI,B0010CYHW4,5
A1LQC225SE8UNI,B0067HRHOC,3
A1LQC225SE8UNI,B000068NVI,5
A1LQC225SE8UNI,B00187YQU4,5
A1LQC225SE8UNI,B00870ELMI,5
A1LQC225SE8UNI,B000RW0GT6,5
A1LQC225SE8UNI,B005A09I7Q,5
A1LQC225SE8UNI,B0002Y6BJI,5
A1LQC225SE8UNI,B003LINPZA,5
A1LQC225SE8UNI,B003B01QR2,4
A1LQC225SE8UNI,B0006IQNES,5
A1LQC225SE8UNI,B000P5OUCE,5
A1LQC225SE8UNI,B001FX5M7W,4
A1LQC225SE8UNI,B001G7F7L8,5
A1LQC225SE8UNI,B0032OBDNY,5
A1LQC225SE8UNI,B0002GOJZO,5
A1LQC225SE8UNI,B005FKF1PY,5
A1LQC225SE8UNI,B0029NHZKE,4
A1LQC225SE8UNI,B002NCIUYQ,5
A1LQC225SE8UNI,B0043NP1EK,5
A1LQC225SE8UNI,B0002E2VXS,4
A1LQC225SE8UNI,B0002KZE7C,5
A1LQC225SE8UNI,B00009W40D,5
A1LQC225SE8UNI,B0002E58KQ,5
A1LQC225SE8UNI,B0002H04NE,5
A1LQC225SE8UNI,B001GZFYLI,5
A1LQC225SE8UNI,B0007XO4J8,5
A1LQC225SE8UNI,B0009H00WW,5
A1LQC225SE8UNI,B00BUR59QW,5
A1LQC225SE8UNI,B001PGXJGU,5
A1LS2UXHG1BYRG,B0002D0Q2W,5
A1LS2UXHG1BYRG,B000SJJCX4,4
A1LS2UXHG1BYRG,B0002F7K7Y,5
A1LS2UXHG1BYRG,B000J5XS3C,4
A1LS2UXHG1BYRG,B001RF1WYU,5
A1LS2UXHG1BYRG,B004BUV3CE,5
A1LS2UXHG1BYRG,B004H7SO4G,5
A1LS2UXHG1BYRG,B000UJCTVE,5
A1LS2UXHG1BYRG,B0002E1O68,2
A1LS2UXHG1BYRG,B00004Y2V2,5
A1LS2UXHG1BYRG,B0002CZUCO,5
A1LS2UXHG1BYRG,B00006LVEU,5
A1LS2UXHG1BYRG,B0002E1HZQ,5
A1LS2UXHG1BYRG,B0002GXF8Q,5
A1LS2UXHG1BYRG,B0002GZV9M,5
A1LS2UXHG1BYRG,B0006M59M6,5
A1LS2UXHG1BYRG,B001H3EV9K,4
A1LS2UXHG1BYRG,B0002E37PY,5
A1LS2UXHG1BYRG,B0002E382Q,5
