,userid,itemid,rating,timestamp
467182,A1RPTVW5VEOSI,B00BSXG624,5.0,1394150400
250574,A1RPTVW5VEOSI,B001R76D42,4.0,1395619200
495424,A1RPTVW5VEOSI,B00HFRXACG,4.0,1401062400
492033,A1RPTVW5VEOSI,B00G99BZ4Q,5.0,1403395200
494194,A1RPTVW5VEOSI,B00H02C9TG,5.0,1403395200
448868,A1RPTVW5VEOSI,B009P261B6,3.0,1403568000
499349,A1RPTVW5VEOSI,B00JBIVXGC,5.0,1404259200
371764,A1RU6YF7DHFU5Z,B004XNK7AI,4.0,1324598400
115029,A1RU6YF7DHFU5Z,B0009V9X44,3.0,1330732800
3224,A1RU6YF7DHFU5Z,B000001IGG,5.0,1347148800
67540,A1RU6YF7DHFU5Z,B0002F7KGK,5.0,1347148800
86951,A1RU6YF7DHFU5Z,B0002L51R4,4.0,1347148800
175363,A1RU6YF7DHFU5Z,B000S15XGM,4.0,1347148800
242454,A1RU6YF7DHFU5Z,B001NAU6YQ,4.0,1347148800
418951,A1RU6YF7DHFU5Z,B007CPU2WC,4.0,1347148800
165984,A1RU6YF7DHFU5Z,B000OR6WQ0,5.0,1350777600
124419,A1RU6YF7DHFU5Z,B000BO1K04,4.0,1357084800
115010,A1RU6YF7DHFU5Z,B0009V9X1M,3.0,1357430400
264908,A1RU6YF7DHFU5Z,B00275G7NA,5.0,1357430400
26658,A1RY961AEI67NT,B0002CZQZU,2.0,1378771200
29592,A1RY961AEI67NT,B0002CZVAK,5.0,1378771200
448583,A1RY961AEI67NT,B009NO0QTE,5.0,1394409600
74155,A1RY961AEI67NT,B0002GTZR6,5.0,1395187200
109257,A1RY961AEI67NT,B0007ZEY46,4.0,1395187200
196212,A1RY961AEI67NT,B000Z33HM0,5.0,1395187200
467848,A1RY961AEI67NT,B00BVH7C66,5.0,1395187200
482694,A1RY961AEI67NT,B00E9SWQG0,5.0,1395187200
457053,A1RY961AEI67NT,B00AW7HHU2,5.0,1398470400
497963,A1RY961AEI67NT,B00IJ23YS6,5.0,1399593600
47495,A1RY961AEI67NT,B0002E2FPW,5.0,1400716800
274529,A1RY961AEI67NT,B002HFDPVW,5.0,1400716800
497709,A1RY961AEI67NT,B00IFB3O5O,5.0,1400716800
282224,A1RYLLQUVAOEXM,B002P3KINE,3.0,1318550400
155977,A1RYLLQUVAOEXM,B000KIRT38,5.0,1329350400
251528,A1RYLLQUVAOEXM,B001RLFQZU,4.0,1329350400
299707,A1RYLLQUVAOEXM,B0036B8A3E,4.0,1329350400
180032,A1RYLLQUVAOEXM,B000UF3SEA,5.0,1334188800
376404,A1RYLLQUVAOEXM,B0051WAJ5S,4.0,1334188800
170429,A1RYLLQUVAOEXM,B000QDLOTM,5.0,1345507200
191143,A1RYLLQUVAOEXM,B000WM8V9I,4.0,1345507200
197717,A1RYLLQUVAOEXM,B00108EK98,3.0,1345507200
396963,A1RYLLQUVAOEXM,B005NY403Q,1.0,1345507200
415170,A1RYLLQUVAOEXM,B0073WGCZA,4.0,1345507200
106380,A1RZ32JTYABQWI,B0007NKU3C,5.0,1332115200
366961,A1RZ32JTYABQWI,B004TD27OG,5.0,1332115200
297263,A1RZ32JTYABQWI,B0033Q47CU,1.0,1359590400
185379,A1RZ32JTYABQWI,B000UYTD5Y,5.0,1361491200
48409,A1RZ32JTYABQWI,B0002E2MDC,5.0,1367884800
48416,A1RZ32JTYABQWI,B0002E2ML4,5.0,1367884800
191385,A1RZ32JTYABQWI,B000WQM6SG,5.0,1367884800
419374,A1RZ32JTYABQWI,B007EJR7E2,5.0,1367884800
379003,A1RZ32JTYABQWI,B0054QM76K,5.0,1376438400
243354,A1RZ32JTYABQWI,B001NXDSKW,5.0,1379289600
327697,A1RZ32JTYABQWI,B003V0LGAO,5.0,1385942400
31901,A1RZ32JTYABQWI,B0002CZZDI,5.0,1386028800
101877,A1RZ32JTYABQWI,B0006ORDTG,5.0,1386028800
241473,A1RZ32JTYABQWI,B001MW9OC0,5.0,1386028800
445205,A1RZ32JTYABQWI,B009DRUPF6,4.0,1386028800
453225,A1RZ32JTYABQWI,B00AFC0U6C,5.0,1387843200
327706,A1RZ32JTYABQWI,B003V0NILY,4.0,1387929600
335128,A1RZ32JTYABQWI,B003XLY08G,5.0,1387929600
453745,A1RZ32JTYABQWI,B00AHEWBM4,5.0,1387929600
372389,A1RZ32JTYABQWI,B004YDEVF4,4.0,1388707200
168942,A1RZ32JTYABQWI,B000PHPJMM,4.0,1388966400
303246,A1RZ32JTYABQWI,B0039KA9G8,5.0,1388966400
415855,A1RZ32JTYABQWI,B00746XTNI,5.0,1389484800
492254,A1RZ32JTYABQWI,B00GDJ0YT4,5.0,1389484800
494342,A1RZ32JTYABQWI,B00H3OOXEU,5.0,1389571200
463645,A1RZ32JTYABQWI,B00BI4UDUO,5.0,1389916800
482402,A1RZ32JTYABQWI,B00E7S5HJU,5.0,1389916800
364437,A1RZ32JTYABQWI,B004QKNP9I,5.0,1390867200
496635,A1RZ32JTYABQWI,B00HX9F4ZM,4.0,1398038400
39790,A1RZU9MOW4AZTM,B0002D0N7K,5.0,1203033600
172350,A1RZU9MOW4AZTM,B000RKAFIU,5.0,1203033600
255657,A1RZU9MOW4AZTM,B001U1QLM4,5.0,1259020800
25886,A1RZU9MOW4AZTM,B0002BACAK,5.0,1285459200
197116,A1RZU9MOW4AZTM,B000ZLRT80,5.0,1306281600
35145,A1RZU9MOW4AZTM,B0002D0BQ8,5.0,1322870400
76555,A1RZU9MOW4AZTM,B0002GY878,5.0,1329609600
229573,A1RZU9MOW4AZTM,B001G547PM,5.0,1360454400
348319,A1RZU9MOW4AZTM,B0049P23YS,5.0,1372377600
267258,A1RZU9MOW4AZTM,B0029RPKN4,5.0,1383523200
180065,A1RZU9MOW4AZTM,B000UFFCKS,5.0,1384992000
200269,A1S0F1JAVOAUFY,B0011XDEPS,4.0,1292457600
69198,A1S0F1JAVOAUFY,B0002FONYM,5.0,1292544000
215994,A1S0F1JAVOAUFY,B0019Z8A3Y,5.0,1292544000
60323,A1S0F1JAVOAUFY,B0002F58XC,5.0,1312848000
44855,A1S0F1JAVOAUFY,B0002E1NQY,1.0,1331596800
224564,A1S0F1JAVOAUFY,B001E96UMS,5.0,1332460800
60310,A1S0F1JAVOAUFY,B0002F58VY,5.0,1335744000
109108,A1S0F1JAVOAUFY,B0007Z9X06,2.0,1340236800
90108,A1S0F1JAVOAUFY,B0002NYLH8,3.0,1347753600
59753,A1S0F1JAVOAUFY,B0002F58N2,5.0,1355270400
196718,A1S0F1JAVOAUFY,B000Z7HN08,2.0,1371945600
60308,A1S0F1JAVOAUFY,B0002F58UA,5.0,1390694400
194729,A1S0F1JAVOAUFY,B000Y025HC,3.0,1395964800
161981,A1S0HTDO0P4N5V,B000N214M8,4.0,1233360000
40789,A1S0HTDO0P4N5V,B0002DNUWK,5.0,1273190400
269255,A1S0HTDO0P4N5V,B002B9L3SG,5.0,1273190400
247482,A1S0HTDO0P4N5V,B001Q3KTFQ,2.0,1278374400
389589,A1S0HTDO0P4N5V,B005FUWTRC,5.0,1333411200
313747,A1S0HTDO0P4N5V,B003FXM6II,4.0,1334707200
343930,A1S0HTDO0P4N5V,B0045EP4Y4,5.0,1335830400
364799,A1S0HTDO0P4N5V,B004QO90A2,4.0,1335830400
394900,A1S0HTDO0P4N5V,B005MN0262,5.0,1335830400
382359,A1S0HTDO0P4N5V,B005B1517A,5.0,1338076800
366256,A1S0HTDO0P4N5V,B004STXY3E,5.0,1339286400
199810,A1S0HTDO0P4N5V,B00119MJM6,5.0,1340236800
352291,A1S0HTDO0P4N5V,B004FODY6E,5.0,1340236800
426167,A1S0HTDO0P4N5V,B007TKL7IS,5.0,1340236800
269847,A1S0HTDO0P4N5V,B002C4N8TM,4.0,1342915200
323849,A1S0HTDO0P4N5V,B003PEISXY,1.0,1342915200
415851,A1S0HTDO0P4N5V,B00744GFJU,5.0,1342915200
429037,A1S0HTDO0P4N5V,B0081LM91I,5.0,1344470400
289255,A1S0HTDO0P4N5V,B002TRMJ7O,5.0,1349136000
418122,A1S0HTDO0P4N5V,B0079M2GIQ,5.0,1349308800
55169,A1S0HTDO0P4N5V,B0002E5518,5.0,1353542400
323963,A1S0HTDO0P4N5V,B003POF3R8,1.0,1353542400
405769,A1S0HTDO0P4N5V,B0064RIB9A,1.0,1353542400
311220,A1S0HTDO0P4N5V,B003E2Y1OM,5.0,1356393600
428075,A1S0HTDO0P4N5V,B007XJ06OG,5.0,1356393600
226071,A1S0HTDO0P4N5V,B001EO4DAO,5.0,1358380800
413439,A1S0HTDO0P4N5V,B00713NRUY,4.0,1358380800
385927,A1S0HTDO0P4N5V,B005DUR7U8,5.0,1360886400
148883,A1S0HTDO0P4N5V,B000HAU1B6,5.0,1362614400
389934,A1S0HTDO0P4N5V,B005GAYLHW,5.0,1362614400
23497,A1S0HTDO0P4N5V,B0001FTVD6,5.0,1364860800
244688,A1S0HTDO0P4N5V,B001P33HVK,5.0,1364860800
308694,A1S0HTDO0P4N5V,B003BLOSJ4,5.0,1364860800
323931,A1S0HTDO0P4N5V,B003PNFM7A,5.0,1364860800
400098,A1S0HTDO0P4N5V,B005SN730E,5.0,1364860800
436541,A1S0HTDO0P4N5V,B008I5RV6A,5.0,1364860800
436543,A1S0HTDO0P4N5V,B008I5RVBU,5.0,1364860800
134076,A1S0HTDO0P4N5V,B000EEHOG0,5.0,1374019200
400197,A1S0HTDO0P4N5V,B005SUN7R0,2.0,1374710400
155179,A1S0HTDO0P4N5V,B000KGYAYQ,5.0,1376265600
163654,A1S0HTDO0P4N5V,B000NJ2TIE,5.0,1376265600
178001,A1S0HTDO0P4N5V,B000T08OCW,4.0,1376265600
225011,A1S0HTDO0P4N5V,B001ECQQ5Q,5.0,1376265600
322144,A1S0HTDO0P4N5V,B003N7BCFE,5.0,1376265600
361345,A1S0HTDO0P4N5V,B004NNVPF4,5.0,1376265600
436546,A1S0HTDO0P4N5V,B008I5RVIS,5.0,1376265600
447423,A1S0HTDO0P4N5V,B009K1PX4S,5.0,1376265600
479056,A1S0HTDO0P4N5V,B00DKBQTD8,5.0,1376265600
13203,A1S0HTDO0P4N5V,B000068NVI,5.0,1379376000
406096,A1S0HTDO0P4N5V,B0064RT98M,5.0,1386806400
471956,A1S0HTDO0P4N5V,B00CEY9VJG,4.0,1391990400
110663,A1S0NIJ5PDREYV,B000978D58,5.0,1317600000
151943,A1S0NIJ5PDREYV,B000J5XS3C,5.0,1317600000
158701,A1S0NIJ5PDREYV,B000LAWE8K,5.0,1317600000
163447,A1S0NIJ5PDREYV,B000NJ2TIE,5.0,1317600000
199863,A1S0NIJ5PDREYV,B0011BHPDW,5.0,1317600000
281523,A1S0NIJ5PDREYV,B002O0IIG2,5.0,1317600000
294393,A1S0NIJ5PDREYV,B002ZX80V6,5.0,1317600000
317992,A1S0NIJ5PDREYV,B003JJQMD8,5.0,1317600000
61974,A1S0NIJ5PDREYV,B0002F5IOG,5.0,1344643200
28421,A1S0NIJ5PDREYV,B0002CZTXO,5.0,1358121600
196302,A1S0NIJ5PDREYV,B000Z38DV0,5.0,1358121600
356828,A1S0NIJ5PDREYV,B004KCL5LW,5.0,1358121600
362661,A1S0NIJ5PDREYV,B004P3S7L2,5.0,1358121600
161716,A1S0NIJ5PDREYV,B000MVYOZY,5.0,1373932800
264992,A1S0NIJ5PDREYV,B0027842S4,5.0,1373932800
286871,A1S0NIJ5PDREYV,B002RLLD88,5.0,1373932800
187471,A1S0NIJ5PDREYV,B000VJJQUU,5.0,1377734400
365511,A1S1EHAQJZO7UZ,B004RUTMN0,4.0,1382572800
31891,A1S1EHAQJZO7UZ,B0002CZZ7O,2.0,1385510400
80870,A1S1EHAQJZO7UZ,B0002H0RFY,5.0,1385510400
211901,A1S1EHAQJZO7UZ,B0018T62KE,5.0,1385510400
313717,A1S1EHAQJZO7UZ,B003FW0IHA,4.0,1385510400
365566,A1S1EHAQJZO7UZ,B004RVFDZU,5.0,1385510400
382709,A1S1EHAQJZO7UZ,B005BSOVRY,5.0,1385510400
172657,A1S1EHAQJZO7UZ,B000RLBYZW,4.0,1390176000
375546,A1S1EHAQJZO7UZ,B0050JC2P2,4.0,1390176000
348927,A1S1EHAQJZO7UZ,B004A4PSEU,5.0,1402704000
386535,A1S1EHAQJZO7UZ,B005EHINFI,4.0,1402704000
469666,A1S1EHAQJZO7UZ,B00C30ZV7W,4.0,1402704000
241568,A1S1K1P8F0XKKL,B001MX5L8K,1.0,1285718400
138016,A1S1K1P8F0XKKL,B000EENLEY,1.0,1290297600
279164,A1S1K1P8F0XKKL,B002LHGDPG,4.0,1290297600
307559,A1S1K1P8F0XKKL,B003B12KDU,3.0,1290297600
307950,A1S1K1P8F0XKKL,B003B1KDSO,4.0,1306368000
223060,A1S1K1P8F0XKKL,B001DELHU4,4.0,1308614400
310610,A1S1K1P8F0XKKL,B003DM80OK,1.0,1356739200
294324,A1S1K1P8F0XKKL,B002ZU4FNG,4.0,1365033600
399042,A1S1K1P8F0XKKL,B005PQLWJ2,2.0,1367107200
393699,A1S1K1P8F0XKKL,B005LTRDDC,5.0,1367366400
45040,A1S7QABO64Z554,B0002E1O2C,2.0,1290816000
79637,A1S7QABO64Z554,B0002H0FMO,4.0,1290816000
40984,A1S7QABO64Z554,B0002DUPZK,4.0,1295222400
27105,A1S7QABO64Z554,B0002CZSJO,5.0,1312243200
72980,A1S7QABO64Z554,B0002GMGYA,5.0,1312243200
108760,A1S7QABO64Z554,B0007XWUQ2,5.0,1316131200
35303,A1S7QABO64Z554,B0002D0C26,3.0,1317945600
158671,A1S7QABO64Z554,B000LAT0AK,5.0,1321833600
162269,A1S7QABO64Z554,B000N4WHYK,4.0,1321833600
39984,A1S7QABO64Z554,B0002D0P32,4.0,1325030400
94579,A1S7QABO64Z554,B0002ZO3P6,4.0,1325030400
380967,A1S7QABO64Z554,B0057RVHBM,5.0,1350345600
80647,A1S7QABO64Z554,B0002H0N76,2.0,1369872000
323083,A1S7QABO64Z554,B003OFQBKQ,5.0,1386288000
335716,A1S7QABO64Z554,B003YBCM0S,3.0,1386288000
43209,A1S7QABO64Z554,B0002E1G5C,5.0,1392854400
496149,A1S7QABO64Z554,B00HR5RRLQ,5.0,1401753600
212294,A1S9CSJJP5SQ3T,B0018TBECU,5.0,1292284800
281423,A1S9CSJJP5SQ3T,B002NTWV9E,3.0,1295222400
326932,A1S9CSJJP5SQ3T,B003UEZB2K,5.0,1295222400
102654,A1S9CSJJP5SQ3T,B0006VYYFU,4.0,1296172800
89550,A1S9CSJJP5SQ3T,B0002MSQXE,5.0,1298332800
89594,A1S9CSJJP5SQ3T,B0002MSSUK,5.0,1298332800
270207,A1S9CSJJP5SQ3T,B002C68WPA,5.0,1298332800
125356,A1S9CSJJP5SQ3T,B000BU5VLW,3.0,1299715200
189571,A1S9CSJJP5SQ3T,B000VZYS66,5.0,1308787200
203101,A1S9CSJJP5SQ3T,B0013O11XW,4.0,1327449600
27069,A1SCWHXAB2ZK7N,B0002CZSJO,5.0,1354752000
43153,A1SCWHXAB2ZK7N,B0002E1G5C,5.0,1354752000
59834,A1SCWHXAB2ZK7N,B0002F58TG,5.0,1354752000
74666,A1SCWHXAB2ZK7N,B0002GWFEQ,5.0,1354752000
78810,A1SCWHXAB2ZK7N,B0002H0A3S,5.0,1354752000
100515,A1SCWHXAB2ZK7N,B0006NDF8A,5.0,1354752000
175754,A1SCWHXAB2ZK7N,B000SAC5PA,5.0,1354752000
205006,A1SCWHXAB2ZK7N,B00154OJOI,5.0,1354752000
303254,A1SCWHXAB2ZK7N,B0039KIQ8Q,5.0,1354752000
352361,A1SCWHXAB2ZK7N,B004FPEF84,5.0,1354752000
120481,A1SD1C8XK3Z3V1,B000B6FB98,5.0,1207785600
208619,A1SD1C8XK3Z3V1,B00178GVHU,4.0,1236297600
73030,A1SD1C8XK3Z3V1,B0002GMGYA,5.0,1239667200
132136,A1SD1C8XK3Z3V1,B000EB9V6Y,4.0,1239667200
73994,A1SD1C8XK3Z3V1,B0002GOJYK,4.0,1266883200
80470,A1SD1C8XK3Z3V1,B0002H0LQO,5.0,1268784000
205073,A1SD1C8XK3Z3V1,B00154OJOI,5.0,1283126400
152649,A1SD1C8XK3Z3V1,B000JKR81A,4.0,1285286400
203363,A1SD1C8XK3Z3V1,B0013PU75Y,5.0,1300752000
217365,A1SD1C8XK3Z3V1,B001AQI0F0,5.0,1300752000
248222,A1SD1C8XK3Z3V1,B001QJGYIG,5.0,1314921600
310301,A1SD1C8XK3Z3V1,B003D3OCD2,5.0,1316131200
388611,A1SD1C8XK3Z3V1,B005FKF1PY,5.0,1319414400
67170,A1SD1C8XK3Z3V1,B0002F7K7Y,5.0,1335398400
130507,A1SD1C8XK3Z3V1,B000E0REX2,5.0,1335398400
349461,A1SD1C8XK3Z3V1,B004AV6G1W,5.0,1335398400
275942,A1SD1C8XK3Z3V1,B002IC1D4U,5.0,1337904000
422181,A1SD1C8XK3Z3V1,B007J49GPK,4.0,1348531200
434253,A1SD1C8XK3Z3V1,B008BPI2HE,5.0,1358985600
56515,A1SD1C8XK3Z3V1,B0002EWR6Y,5.0,1361232000
232229,A1SD1C8XK3Z3V1,B001HRUCG2,5.0,1361232000
455327,A1SD1C8XK3Z3V1,B00AQBT3EW,5.0,1366156800
460553,A1SD1C8XK3Z3V1,B00B9060X6,5.0,1367366400
110446,A1SD1C8XK3Z3V1,B000960KNW,5.0,1370908800
193407,A1SD1C8XK3Z3V1,B000XPRX5C,5.0,1370908800
45780,A1SD1C8XK3Z3V1,B0002E1O7M,5.0,1371600000
301302,A1SD1C8XK3Z3V1,B0037M62AK,4.0,1371772800
154114,A1SD1C8XK3Z3V1,B000K67USE,5.0,1372636800
348869,A1SD1C8XK3Z3V1,B004A15AZ0,5.0,1378771200
481282,A1SD1C8XK3Z3V1,B00E0EXYMS,2.0,1378857600
322066,A1SD1C8XK3Z3V1,B003N11AIY,5.0,1379548800
34087,A1SD1C8XK3Z3V1,B0002D06DQ,5.0,1386201600
76855,A1SD1C8XK3Z3V1,B0002GYYD6,5.0,1386201600
76876,A1SD1C8XK3Z3V1,B0002GYYDQ,3.0,1386633600
196878,A1SD1C8XK3Z3V1,B000ZDIIBK,5.0,1386633600
460961,A1SD1C8XK3Z3V1,B00B9L57Q6,5.0,1386633600
77682,A1SD1C8XK3Z3V1,B0002GZM00,5.0,1387152000
82249,A1SD1C8XK3Z3V1,B0002IAJ56,5.0,1387152000
211501,A1SD1C8XK3Z3V1,B0018SJGPI,5.0,1387152000
170725,A1SD1C8XK3Z3V1,B000QGCJU2,5.0,1388361600
13311,A1SD1C8XK3Z3V1,B000068NW5,5.0,1392163200
368022,A1SD1C8XK3Z3V1,B004U1QDL0,5.0,1393804800
168950,A1SD1C8XK3Z3V1,B000PHPJMM,5.0,1393977600
149836,A1SD1C8XK3Z3V1,B000HVXMNE,5.0,1394582400
329601,A1SD1C8XK3Z3V1,B003VWJ2K8,5.0,1394841600
487994,A1SD1C8XK3Z3V1,B00FB6AYOK,5.0,1396310400
418732,A1SD1C8XK3Z3V1,B007BY2F7O,5.0,1396828800
446512,A1SD1C8XK3Z3V1,B009EOKTCM,5.0,1398038400
400891,A1SD1C8XK3Z3V1,B005T800V2,4.0,1400630400
493675,A1SD1C8XK3Z3V1,B00GTSM8FW,2.0,1401667200
146967,A1SD1C8XK3Z3V1,B000GSJYLM,4.0,1401840000
421568,A1SD1C8XK3Z3V1,B007IHYBV2,5.0,1401840000
363332,A1SD1C8XK3Z3V1,B004PJG5SS,5.0,1403481600
448861,A1SD1C8XK3Z3V1,B009P261B6,5.0,1404086400
494189,A1SD1C8XK3Z3V1,B00H02C9TG,5.0,1404086400
499342,A1SD1C8XK3Z3V1,B00JBIVXGC,5.0,1404086400
269213,A1SDGIC08LD6BW,B002B8EWVW,5.0,1373587200
82231,A1SDGIC08LD6BW,B0002IAJ56,5.0,1378598400
169281,A1SDGIC08LD6BW,B000PO30QM,4.0,1378598400
193799,A1SDGIC08LD6BW,B000XXBHA6,5.0,1378598400
197897,A1SDGIC08LD6BW,B0010CHS8E,5.0,1378598400
202416,A1SDGIC08LD6BW,B001383XT8,4.0,1378598400
431058,A1SDGIC08LD6BW,B0085H75S0,5.0,1378598400
274113,A1SDGIC08LD6BW,B002GYWBJG,5.0,1386115200
303188,A1SDGIC08LD6BW,B0039HBNMA,5.0,1386547200
200123,A1SDGIC08LD6BW,B0011PCNLM,5.0,1389139200
372265,A1SDGIC08LD6BW,B004Y40GR0,5.0,1389139200
428779,A1SDGIC08LD6BW,B0080OLORG,5.0,1389139200
72390,A1SFZ6FGGM3D2U,B0002GLDQM,1.0,1357603200
196991,A1SFZ6FGGM3D2U,B000ZJWHWA,5.0,1357603200
270757,A1SFZ6FGGM3D2U,B002CMLQ70,5.0,1357603200
165260,A1SFZ6FGGM3D2U,B000OMG0KI,5.0,1362441600
114377,A1SFZ6FGGM3D2U,B0009RNMZ4,5.0,1383955200
193543,A1SFZ6FGGM3D2U,B000XPUQZQ,5.0,1383955200
421889,A1SFZ6FGGM3D2U,B007IVV1IO,5.0,1386115200
294040,A1SFZ6FGGM3D2U,B002ZH9JQC,5.0,1389398400
473033,A1SFZ6FGGM3D2U,B00CK2FOZM,5.0,1389398400
353525,A1SFZ6FGGM3D2U,B004GWFQB6,5.0,1393286400
472411,A1SFZ6FGGM3D2U,B00CHGKONI,4.0,1393286400
47790,A1SFZ6FGGM3D2U,B0002E2KPC,2.0,1404518400
348859,A1SFZ6FGGM3D2U,B004A15AYQ,2.0,1404518400
70735,A1SMCTGDM2LK7X,B0002GJ3ZA,5.0,1372809600
438840,A1SMCTGDM2LK7X,B008RHGX3G,3.0,1372809600
31832,A1SMCTGDM2LK7X,B0002CZYY8,4.0,1372896000
166306,A1SMCTGDM2LK7X,B000OY0KWA,5.0,1372896000
360338,A1SMCTGDM2LK7X,B004N0MKN8,4.0,1373241600
117278,A1SMCTGDM2LK7X,B000A7E798,4.0,1373414400
187733,A1SMCTGDM2LK7X,B000VK5A8Q,5.0,1373414400
28227,A1SMCTGDM2LK7X,B0002CZTIE,5.0,1390780800
387980,A1SMCTGDM2LK7X,B005FG3DSK,5.0,1390780800
427715,A1SMCTGDM2LK7X,B007X63D0I,5.0,1390780800
128415,A1SMCTGDM2LK7X,B000CD3QY2,4.0,1390867200
156814,A1SMCTGDM2LK7X,B000KUA8EI,5.0,1390953600
167381,A1SMCTGDM2LK7X,B000P5LVSK,5.0,1390953600
356860,A1SMCTGDM2LK7X,B004KCLX8M,5.0,1390953600
52390,A1SMCTGDM2LK7X,B0002E3DGC,5.0,1391040000
400833,A1SQHYIKR7D77L,B005T600D2,5.0,1367452800
417126,A1SQHYIKR7D77L,B0077RKJ32,5.0,1367452800
362462,A1SQHYIKR7D77L,B004OU2IQG,5.0,1386806400
190049,A1SQHYIKR7D77L,B000WA4B1W,5.0,1390348800
368179,A1SQHYIKR7D77L,B004UAHM1G,5.0,1390348800
382153,A1SQHYIKR7D77L,B005AL4SYS,5.0,1390348800
218735,A1SQHYIKR7D77L,B001B1317G,5.0,1390435200
39832,A1SQHYIKR7D77L,B0002D0NT8,5.0,1401667200
64102,A1SQHYIKR7D77L,B0002F741Q,5.0,1401667200
128363,A1SQHYIKR7D77L,B000CD1R84,5.0,1401667200
414199,A1SQHYIKR7D77L,B00723ZYQ8,5.0,1401667200
4176,A1ST2R14AQXECS,B0000044MV,2.0,1339804800
392903,A1ST2R14AQXECS,B005KNOE5E,1.0,1342310400
164702,A1ST2R14AQXECS,B000O5B546,4.0,1355356800
229580,A1ST2R14AQXECS,B001G5ZO3G,5.0,1355356800
443494,A1ST2R14AQXECS,B0097LP1JS,3.0,1355529600
438032,A1ST2R14AQXECS,B008P76Y46,5.0,1370304000
418864,A1ST2R14AQXECS,B007C7FF6I,2.0,1370908800
466233,A1ST2R14AQXECS,B00BPW4LXY,1.0,1378339200
437952,A1ST2R14AQXECS,B008OJ28X6,5.0,1383609600
447369,A1ST2R14AQXECS,B009J2VMXY,5.0,1397520000
411395,A1ST2R14AQXECS,B006VOX7OK,2.0,1400198400
429781,A1SY6LAD2QQN9,B0083EJS0I,5.0,1355961600
444101,A1SY6LAD2QQN9,B009A5JA98,5.0,1358812800
308321,A1SY6LAD2QQN9,B003BFYDBS,5.0,1359936000
393038,A1SY6LAD2QQN9,B005KVYMV2,5.0,1359936000
400585,A1SY6LAD2QQN9,B005SUVOZW,5.0,1359936000
441305,A1SY6LAD2QQN9,B0092LDRJY,3.0,1359936000
452007,A1SY6LAD2QQN9,B00A7JAV7G,5.0,1359936000
47557,A1SY6LAD2QQN9,B0002E2G2O,4.0,1372204800
85971,A1SY6LAD2QQN9,B0002KZEB8,5.0,1372204800
268781,A1SY6LAD2QQN9,B002AQNGIU,5.0,1372204800
224063,A1SZV27UAU3HI7,B001E43SK0,4.0,1333584000
247426,A1SZV27UAU3HI7,B001Q3KT0G,5.0,1339027200
401572,A1SZV27UAU3HI7,B005URAKH6,5.0,1340409600
375589,A1SZV27UAU3HI7,B0050JKVSM,5.0,1356393600
191014,A1SZV27UAU3HI7,B000WKW8EY,1.0,1364083200
295099,A1SZV27UAU3HI7,B0030NX2AY,5.0,1364083200
305673,A1SZV27UAU3HI7,B003AYDL0Y,5.0,1364083200
385888,A1SZV27UAU3HI7,B005DSSZHO,5.0,1372118400
403574,A1SZV27UAU3HI7,B0061OPQK8,5.0,1372118400
198041,A1SZV27UAU3HI7,B0010CTD5U,5.0,1373155200
354645,A1SZV27UAU3HI7,B004HJ7FCQ,4.0,1373155200
403937,A1SZV27UAU3HI7,B0062P2KY6,5.0,1373155200
475857,A1SZV27UAU3HI7,B00D0VUBPU,5.0,1381190400
231418,A1SZV27UAU3HI7,B001H3EV9K,5.0,1383177600
247574,A1SZV27UAU3HI7,B001Q5SB0O,5.0,1390003200
467743,A1SZV27UAU3HI7,B00BUQH7XQ,5.0,1400198400
477437,A1SZV27UAU3HI7,B00D7IPSNG,5.0,1400198400
234332,A1T06347QRCHCL,B001JI2KHS,4.0,1367280000
234639,A1T06347QRCHCL,B001JNARF0,4.0,1367280000
278888,A1T06347QRCHCL,B002L2QAK4,5.0,1367280000
279078,A1T06347QRCHCL,B002LCEWMC,4.0,1367280000
285536,A1T06347QRCHCL,B002QHXX7W,4.0,1367280000
309990,A1T06347QRCHCL,B003D2U08E,1.0,1367280000
382827,A1T06347QRCHCL,B005BSOW82,1.0,1367280000
389666,A1T06347QRCHCL,B005FXLI30,5.0,1367280000
421707,A1T06347QRCHCL,B007IO8LYS,4.0,1367280000
301077,A1T06347QRCHCL,B0037GXRHM,5.0,1369267200
265968,A1T4HGVX32QIYC,B002848BE8,5.0,1367280000
28351,A1T4HGVX32QIYC,B0002CZTIO,4.0,1368748800
30619,A1T4HGVX32QIYC,B0002CZVXM,4.0,1368748800
75087,A1T4HGVX32QIYC,B0002GWXKC,5.0,1368748800
94062,A1T4HGVX32QIYC,B0002Z2CZY,5.0,1368748800
193265,A1T4HGVX32QIYC,B000XPRNSO,5.0,1368748800
230816,A1T4HGVX32QIYC,B001GNZULO,5.0,1368748800
268664,A1T4HGVX32QIYC,B002AN947A,5.0,1368748800
319211,A1T4HGVX32QIYC,B003KQY8DQ,5.0,1368748800
73509,A1T4HGVX32QIYC,B0002GNYZU,5.0,1373328000
220260,A1T4HGVX32QIYC,B001BFR7EK,5.0,1373328000
351494,A1T4U9CAQ25IBR,B004EKGOL6,5.0,1319414400
77034,A1T4U9CAQ25IBR,B0002GZ052,5.0,1320192000
173231,A1T4U9CAQ25IBR,B000RNB720,5.0,1322179200
174216,A1T4U9CAQ25IBR,B000RW0O02,4.0,1322179200
